subject,spam_label
Notes from today's lecture – Kubernetes scaling,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! ✅",1
Standup summary – Data Engineering,0
The $1.9 trillion industry AI is about to demolish,1
The dirty secret of financial newsletters ✅,1
Notes from today's lecture – ETL performance,0
Family photos from our trip to Bangalore,0
Re: Project status update for Q2 2023,0
Welcome to the RAG search beta program,0
Don't miss out on your free trial. ✅,1
Class registration confirmation – Data Structures,0
Your order #8606 has shipped,0
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty (Limited Time)",1
The dirty secret of financial newsletters (Limited Time),1
Assignment feedback for Machine Learning 501,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 (Limited Time)",1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF #960419,1
Standup summary – AI Platform,0
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
Re: Project status update for Q2 2024,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF #751672,1
Family photos from our trip to Philadelphia,0
Payment received – thank you,0
Sprint 3775 planning meeting – Wed 4:15 PM,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️,1
Assignment feedback for Operations Management,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) (Limited Time),1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… – Offer Ends Tonight",1
Welcome to the DevOps toolkit beta program,0
Reminder: Doctor appointment on 21/10/2023 at 11:30 AM,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 🔥",1
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
Notes from today's lecture – feature flags,0
Your order #6358 has shipped,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 – Offer Ends Tonight",1
Payment received – thank you,0
Re: Question about feature flags,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 #962657",1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 (Limited Time)",1
Your order #5691 has shipped,0
Meeting notes: Drexel architecture review,0
Payment received – thank you,0
Last Chance to Register — Subsurface Live Is Tomorrow 🔥,1
Your old TV setup is outdated… try this 👇 #5290677042 #513762,1
Board meeting agenda – July 2023,0
The dirty secret of financial newsletters ✅,1
Family photos from our trip to New York,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF 🔥,1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️,1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 🔥",1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty (Limited Time)",1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️,1
Your old TV setup is outdated… try this 👇 #5290677042 ✅,1
Reminder: Doctor appointment on 8/2/2024 at 4:15 PM,0
Notes from today's lecture – Kubernetes scaling,0
Sprint 4737 planning meeting – Fri 2:00 PM,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts ✅,1
Don't miss out on your free trial. – Offer Ends Tonight,1
Payment received – thank you,0
Your old TV setup is outdated… try this 👇 #5290677042 ✅,1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ ✅,1
Invoice #5464 for consulting services,0
AWS billing statement for February 2024,0
Family photos from our trip to London,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts #183732,1
Welcome to the DevOps toolkit beta program,0
Reminder: Doctor appointment on 13/1/2024 at 2:00 PM,0
This Drug MELTS Fat – Why Aren’t You on It Yet? #527977,1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ ✅,1
Don't miss out on your free trial. – Offer Ends Tonight,1
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583,1
Re: Question about LangChain agents,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
Re: Project status update for Q4 2025,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 ✅,1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained ✅",1
Invoice #4543 for consulting services,0
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
Zoom link for Kubernetes scaling,0
Your order #7327 has shipped,0
Payment received – thank you,0
Don't miss out on your free trial. 🔥,1
Payment received – thank you,0
Board meeting agenda – January 2024,0
AWS billing statement for July 2023,0
Family photos from our trip to New York,0
Class registration confirmation – Machine Learning 501,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live ✅,1
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
Your order #6168 has shipped,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained",1
Payment received – thank you,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
GitHub: New sign-in from Singapore,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583,1
Assignment feedback for Data Structures,0
This Drug MELTS Fat – Why Aren’t You on It Yet? #467689,1
Performance review discussion – December,0
Reminder: Doctor appointment on 3/7/2025 at 2:00 PM,0
Standup summary – AI Platform,0
Board meeting agenda – August 2024,0
Your order #8456 has shipped,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️,1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻",1
Calendar invite: 1:1 with Daniel,0
The dirty secret of financial newsletters 🔥,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 – Offer Ends Tonight,1
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
Performance review discussion – March,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! – Offer Ends Tonight",1
Class registration confirmation – Machine Learning 501,0
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained",1
Meeting notes: Data Platform Team architecture review,0
Re: Question about ETL performance,0
Payment received – thank you,0
Reminder: Doctor appointment on 26/2/2025 at 4:15 PM,0
Don't miss out on your free trial. #337398,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 ✅,1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻",1
Family photos from our trip to San Francisco,0
Your old TV setup is outdated… try this 👇 #5290677042,1
Board meeting agenda – April 2024,0
GitHub: New sign-in from India,0
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
Don't miss out on your free trial. 🔥,1
Notes from today's lecture – feature flags,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF (Limited Time),1
Meeting notes: Internal Tools architecture review,0
Calendar invite: 1:1 with Anita,0
Family photos from our trip to London,0
Welcome to the DevOps toolkit beta program,0
Calendar invite: 1:1 with Anita,0
Zoom link for ETL performance,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts (Limited Time),1
Class registration confirmation – Operations Management,0
Re: Project status update for Q1 2023,0
Payment received – thank you,0
Last Chance to Register — Subsurface Live Is Tomorrow – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 (Limited Time)",1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF (Limited Time),1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) 🔥,1
Reminder: Doctor appointment on 12/10/2024 at 11:30 AM,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained ✅",1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 #383767",1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ – Offer Ends Tonight,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) 🔥,1
Re: Question about ETL performance,0
Re: Project status update for Q2 2024,0
Calendar invite: 1:1 with Nima,0
The $1.9 trillion industry AI is about to demolish #533758,1
Calendar invite: 1:1 with Anita,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained (Limited Time)",1
Sprint 7657 planning meeting – Thu 11:30 AM,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF,1
Welcome to the DevOps toolkit beta program,0
Re: Question about feature flags,0
Invoice #4027 for consulting services,0
Invoice #6106 for consulting services,0
Re: Project status update for Q1 2023,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) (Limited Time),1
Performance review discussion – May,0
Standup summary – Cloud Migration,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 ✅",1
Family photos from our trip to London,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live,1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 ✅",1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! ✅",1
The $1.9 trillion industry AI is about to demolish (Limited Time),1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ ✅,1
Re: Project status update for Q4 2025,0
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 ✅",1
This Drug MELTS Fat – Why Aren’t You on It Yet? (Limited Time),1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect…",1
Meeting notes: Internal Tools architecture review,0
Your order #1720 has shipped,0
Standup summary – AI Platform,0
Last Chance to Register — Subsurface Live Is Tomorrow #483140,1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 ✅",1
The $1.9 trillion industry AI is about to demolish #335207,1
Your order #2927 has shipped,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻",1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty – Offer Ends Tonight",1
GitHub: New sign-in from India,0
Class registration confirmation – MBA 610,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF – Offer Ends Tonight,1
Your old TV setup is outdated… try this 👇 #5290677042 🔥,1
The $1.9 trillion industry AI is about to demolish ✅,1
Last Chance to Register — Subsurface Live Is Tomorrow ✅,1
Don't miss out on your free trial. #506571,1
Standup summary – Cricket Club Ops,0
Assignment feedback for Operations Management,0
Your order #6505 has shipped,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻",1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) 🔥,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) #123742,1
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
Welcome to the RAG search beta program,0
Calendar invite: 1:1 with Nima,0
Family photos from our trip to London,0
Standup summary – Data Engineering,0
The $1.9 trillion industry AI is about to demolish,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 (Limited Time),1
The $1.9 trillion industry AI is about to demolish #623939,1
Last Chance to Register — Subsurface Live Is Tomorrow 🔥,1
Board meeting agenda – April 2024,0
Don't miss out on your free trial. ✅,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts,1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 🔥",1
Notes from today's lecture – ETL performance,0
Class registration confirmation – Data Structures,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… 🔥",1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 #321580,1
Notes from today's lecture – Kubernetes scaling,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 – Offer Ends Tonight,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts ✅,1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! ✅",1
Performance review discussion – August,0
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty (Limited Time)",1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 ✅",1
Board meeting agenda – October 2025,0
Your old TV setup is outdated… try this 👇 #5290677042 🔥,1
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
Calendar invite: 1:1 with Nima,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts ✅,1
AWS billing statement for June 2023,0
Payment received – thank you,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live 🔥,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) (Limited Time),1
Notes from today's lecture – feature flags,0
The $1.9 trillion industry AI is about to demolish,1
Family photos from our trip to Chennai,0
Standup summary – AI Platform,0
Class registration confirmation – Machine Learning 501,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! ✅",1
Invoice #3048 for consulting services,0
Your old TV setup is outdated… try this 👇 #5290677042 (Limited Time),1
Don't miss out on your free trial. ✅,1
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
Standup summary – Cricket Club Ops,0
Invoice #4866 for consulting services,0
The $1.9 trillion industry AI is about to demolish (Limited Time),1
Your order #7926 has shipped,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF – Offer Ends Tonight,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
AWS billing statement for June 2025,0
Assignment feedback for Data Structures,0
Your old TV setup is outdated… try this 👇 #5290677042 (Limited Time),1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF,1
Performance review discussion – March,0
This Drug MELTS Fat – Why Aren’t You on It Yet? #526952,1
GitHub: New sign-in from Singapore,0
Payment received – thank you,0
Standup summary – AI Platform,0
Welcome to the portfolio assistant beta program,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ #544732,1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ – Offer Ends Tonight,1
Welcome to the portfolio assistant beta program,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 (Limited Time)",1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) (Limited Time),1
Performance review discussion – October,0
Welcome to the RAG search beta program,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect…",1
Your order #7949 has shipped,0
Re: Question about LangChain agents,0
Invoice #8568 for consulting services,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual),1
AWS billing statement for December 2024,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained #343018",1
Re: Question about ETL performance,0
Invoice #7985 for consulting services,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻",1
The dirty secret of financial newsletters 🔥,1
GitHub: New sign-in from Singapore,0
The dirty secret of financial newsletters 🔥,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) 🔥,1
Calendar invite: 1:1 with Christin,0
Payment received – thank you,0
Standup summary – Cricket Club Ops,0
Re: Question about LangChain agents,0
Welcome to the portfolio assistant beta program,0
Board meeting agenda – October 2024,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 🔥",1
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
Your old TV setup is outdated… try this 👇 #5290677042 #709933,1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained ✅",1
Zoom link for feature flags,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 🔥",1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 🔥",1
Class registration confirmation – Data Structures,0
Your old TV setup is outdated… try this 👇 #5290677042 – Offer Ends Tonight,1
Zoom link for LangChain agents,0
GitHub: New sign-in from Singapore,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! 🔥",1
Re: Project status update for Q3 2025,0
Invoice #1606 for consulting services,0
The dirty secret of financial newsletters #218379,1
Welcome to the analytics dashboard beta program,0
Payment received – thank you,0
Standup summary – Cricket Club Ops,0
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty ✅",1
Standup summary – AI Platform,0
Your order #6083 has shipped,0
Reminder: Doctor appointment on 16/7/2024 at 11:30 AM,0
Zoom link for LangChain agents,0
Your old TV setup is outdated… try this 👇 #5290677042 #629281,1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! 🔥",1
Board meeting agenda – May 2024,0
Last Chance to Register — Subsurface Live Is Tomorrow 🔥,1
The dirty secret of financial newsletters #496634,1
GitHub: New sign-in from India,0
Your old TV setup is outdated… try this 👇 #5290677042 – Offer Ends Tonight,1
Meeting notes: Vanguard architecture review,0
Assignment feedback for Machine Learning 501,0
Class registration confirmation – Data Structures,0
Board meeting agenda – November 2024,0
AWS billing statement for October 2025,0
Reminder: Doctor appointment on 4/11/2023 at 4:15 PM,0
Zoom link for LangChain agents,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 (Limited Time),1
Welcome to the DevOps toolkit beta program,0
Reminder: Doctor appointment on 1/11/2025 at 4:15 PM,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 – Offer Ends Tonight,1
Invoice #9775 for consulting services,0
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
This Drug MELTS Fat – Why Aren’t You on It Yet? #193703,1
Zoom link for Kubernetes scaling,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ (Limited Time),1
Standup summary – Data Engineering,0
Family photos from our trip to San Francisco,0
Standup summary – Cricket Club Ops,0
Re: Question about ETL performance,0
Your order #7222 has shipped,0
Family photos from our trip to Chennai,0
Invoice #6783 for consulting services,0
Notes from today's lecture – LangChain agents,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 – Offer Ends Tonight",1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 🔥",1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained (Limited Time)",1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) – Offer Ends Tonight,1
GitHub: New sign-in from Germany,0
Sprint 7911 planning meeting – Wed 11:30 AM,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) – Offer Ends Tonight,1
Board meeting agenda – June 2023,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 (Limited Time)",1
GitHub: New sign-in from US,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained ✅",1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained #988345",1
Your order #5867 has shipped,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 🔥,1
Meeting notes: Data Platform Team architecture review,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained 🔥",1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ (Limited Time),1
Your old TV setup is outdated… try this 👇 #5290677042 – Offer Ends Tonight,1
AWS billing statement for February 2024,0
Last Chance to Register — Subsurface Live Is Tomorrow ✅,1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! 🔥",1
Your order #1642 has shipped,0
Re: Project status update for Q1 2023,0
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty – Offer Ends Tonight",1
Re: Project status update for Q3 2024,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 #144036,1
Zoom link for Kubernetes scaling,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 #903661",1
Notes from today's lecture – LangChain agents,0
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
This Drug MELTS Fat – Why Aren’t You on It Yet? #219358,1
Welcome to the analytics dashboard beta program,0
Calendar invite: 1:1 with Nima,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts 🔥,1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF – Offer Ends Tonight,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) #405913,1
Last Chance to Register — Subsurface Live Is Tomorrow 🔥,1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF 🔥,1
Standup summary – Data Engineering,0
Welcome to the RAG search beta program,0
The $1.9 trillion industry AI is about to demolish 🔥,1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! #673723",1
Your old TV setup is outdated… try this 👇 #5290677042 ✅,1
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained (Limited Time)",1
AWS billing statement for February 2023,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ #575947,1
Your old TV setup is outdated… try this 👇 #5290677042 (Limited Time),1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 ✅",1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 🔥,1
Calendar invite: 1:1 with Nima,0
Standup summary – Data Engineering,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! (Limited Time)",1
Meeting notes: Data Platform Team architecture review,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! – Offer Ends Tonight",1
Performance review discussion – September,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 ✅,1
Welcome to the portfolio assistant beta program,0
Re: Project status update for Q3 2024,0
The dirty secret of financial newsletters #569641,1
Calendar invite: 1:1 with Christin,0
Your order #2113 has shipped,0
Zoom link for ETL performance,0
GitHub: New sign-in from Singapore,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻",1
The $1.9 trillion industry AI is about to demolish,1
The dirty secret of financial newsletters,1
Meeting notes: Internal Tools architecture review,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 🔥",1
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
Reminder: Doctor appointment on 23/3/2024 at 11:30 AM,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live,1
The dirty secret of financial newsletters #953985,1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! #502253",1
Class registration confirmation – Machine Learning 501,0
Notes from today's lecture – feature flags,0
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
